Train: 	Epoch    0	Batch   0	Step      1	Loss 1.609511	UAR 0.218182	lr 0.000001
Train: 	Epoch  178	Batch   2	Step   1783	Loss 1.608150	UAR 0.266667	lr 0.000749
Train: 	Epoch  178	Batch   3	Step   1784	Loss 1.608151	UAR 0.222222	lr 0.000749
Train: 	Epoch  178	Batch   4	Step   1785	Loss 1.608150	UAR 0.200000	lr 0.000748
Train: 	Epoch  178	Batch   5	Step   1786	Loss 1.608150	UAR 0.233333	lr 0.000748
Train: 	Epoch  178	Batch   6	Step   1787	Loss 1.608150	UAR 0.200000	lr 0.000748
Train: 	Epoch  178	Batch   7	Step   1788	Loss 1.608151	UAR 0.220000	lr 0.000748
Train: 	Epoch  178	Batch   8	Step   1789	Loss 1.608151	UAR 0.250000	lr 0.000748
Train: 	Epoch  178	Batch   9	Step   1790	Loss 1.608151	UAR 0.250000	lr 0.000747
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  179	Batch   0	Step   1791	Loss 1.608152	UAR 0.200000	lr 0.000747
Train: 	Epoch  179	Batch   1	Step   1792	Loss 1.608152	UAR 0.200000	lr 0.000747
Train: 	Epoch  179	Batch   2	Step   1793	Loss 1.608152	UAR 0.233333	lr 0.000747
Train: 	Epoch  179	Batch   3	Step   1794	Loss 1.608152	UAR 0.233333	lr 0.000747
Train: 	Epoch  179	Batch   4	Step   1795	Loss 1.608152	UAR 0.200000	lr 0.000746
Train: 	Epoch  179	Batch   5	Step   1796	Loss 1.608152	UAR 0.246154	lr 0.000746
Train: 	Epoch  179	Batch   6	Step   1797	Loss 1.608153	UAR 0.200000	lr 0.000746
Train: 	Epoch  179	Batch   7	Step   1798	Loss 1.608152	UAR 0.266667	lr 0.000746
Train: 	Epoch  179	Batch   8	Step   1799	Loss 1.608152	UAR 0.257143	lr 0.000746
Train: 	Epoch  179	Batch   9	Step   1800	Loss 1.608151	UAR 0.266667	lr 0.000745
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  180	Batch   0	Step   1801	Loss 1.608151	UAR 0.200000	lr 0.000745
Train: 	Epoch  180	Batch   1	Step   1802	Loss 1.608150	UAR 0.233333	lr 0.000745
Train: 	Epoch  180	Batch   2	Step   1803	Loss 1.608151	UAR 0.222222	lr 0.000745
Train: 	Epoch  180	Batch   3	Step   1804	Loss 1.608149	UAR 0.280000	lr 0.000745
Train: 	Epoch  180	Batch   4	Step   1805	Loss 1.608150	UAR 0.200000	lr 0.000744
Train: 	Epoch  180	Batch   5	Step   1806	Loss 1.608151	UAR 0.200000	lr 0.000744
Train: 	Epoch  180	Batch   6	Step   1807	Loss 1.608152	UAR 0.228571	lr 0.000744
Train: 	Epoch  180	Batch   7	Step   1808	Loss 1.608151	UAR 0.250000	lr 0.000744
Train: 	Epoch  180	Batch   8	Step   1809	Loss 1.608151	UAR 0.200000	lr 0.000743
Train: 	Epoch  180	Batch   9	Step   1810	Loss 1.608151	UAR 0.250000	lr 0.000743
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  181	Batch   0	Step   1811	Loss 1.608152	UAR 0.200000	lr 0.000743
Train: 	Epoch  181	Batch   1	Step   1812	Loss 1.608153	UAR 0.200000	lr 0.000743
Train: 	Epoch  181	Batch   2	Step   1813	Loss 1.608152	UAR 0.266667	lr 0.000743
Train: 	Epoch  181	Batch   3	Step   1814	Loss 1.608152	UAR 0.266667	lr 0.000742
Train: 	Epoch  181	Batch   4	Step   1815	Loss 1.608152	UAR 0.225000	lr 0.000742
Train: 	Epoch  181	Batch   5	Step   1816	Loss 1.608152	UAR 0.200000	lr 0.000742
Train: 	Epoch  181	Batch   6	Step   1817	Loss 1.608153	UAR 0.200000	lr 0.000742
Train: 	Epoch  181	Batch   7	Step   1818	Loss 1.608151	UAR 0.300000	lr 0.000742
Train: 	Epoch  181	Batch   8	Step   1819	Loss 1.608150	UAR 0.233333	lr 0.000741
Train: 	Epoch  181	Batch   9	Step   1820	Loss 1.608151	UAR 0.300000	lr 0.000741
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  182	Batch   0	Step   1821	Loss 1.608150	UAR 0.200000	lr 0.000741
Train: 	Epoch  182	Batch   1	Step   1822	Loss 1.608152	UAR 0.200000	lr 0.000741
Train: 	Epoch  182	Batch   2	Step   1823	Loss 1.608150	UAR 0.300000	lr 0.000741
Train: 	Epoch  182	Batch   3	Step   1824	Loss 1.608151	UAR 0.222222	lr 0.000740
Train: 	Epoch  182	Batch   4	Step   1825	Loss 1.608152	UAR 0.200000	lr 0.000740
Train: 	Epoch  182	Batch   5	Step   1826	Loss 1.608152	UAR 0.225000	lr 0.000740
Train: 	Epoch  182	Batch   6	Step   1827	Loss 1.608151	UAR 0.285714	lr 0.000740
Train: 	Epoch  182	Batch   7	Step   1828	Loss 1.608150	UAR 0.240000	lr 0.000740
Train: 	Epoch  182	Batch   8	Step   1829	Loss 1.608151	UAR 0.222222	lr 0.000739
Train: 	Epoch  182	Batch   9	Step   1830	Loss 1.608150	UAR 0.200000	lr 0.000739
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  183	Batch   0	Step   1831	Loss 1.608151	UAR 0.200000	lr 0.000739
Train: 	Epoch  183	Batch   1	Step   1832	Loss 1.608153	UAR 0.200000	lr 0.000739
Train: 	Epoch  183	Batch   2	Step   1833	Loss 1.608151	UAR 0.272727	lr 0.000739
Train: 	Epoch  183	Batch   3	Step   1834	Loss 1.608151	UAR 0.200000	lr 0.000738
Train: 	Epoch  183	Batch   4	Step   1835	Loss 1.608152	UAR 0.220000	lr 0.000738
Train: 	Epoch  183	Batch   5	Step   1836	Loss 1.608152	UAR 0.200000	lr 0.000738
Train: 	Epoch  183	Batch   6	Step   1837	Loss 1.608150	UAR 0.300000	lr 0.000738
Train: 	Epoch  183	Batch   7	Step   1838	Loss 1.608149	UAR 0.280000	lr 0.000738
Train: 	Epoch  183	Batch   8	Step   1839	Loss 1.608151	UAR 0.200000	lr 0.000737
Train: 	Epoch  183	Batch   9	Step   1840	Loss 1.608150	UAR 0.250000	lr 0.000737
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  184	Batch   0	Step   1841	Loss 1.608152	UAR 0.225000	lr 0.000737
Train: 	Epoch  184	Batch   1	Step   1842	Loss 1.608150	UAR 0.266667	lr 0.000737
Train: 	Epoch  184	Batch   2	Step   1843	Loss 1.608151	UAR 0.200000	lr 0.000737
Train: 	Epoch  184	Batch   3	Step   1844	Loss 1.608151	UAR 0.300000	lr 0.000736
Train: 	Epoch  184	Batch   4	Step   1845	Loss 1.608152	UAR 0.200000	lr 0.000736
Train: 	Epoch  184	Batch   5	Step   1846	Loss 1.608152	UAR 0.200000	lr 0.000736
Train: 	Epoch  184	Batch   6	Step   1847	Loss 1.608150	UAR 0.300000	lr 0.000736
Train: 	Epoch  184	Batch   7	Step   1848	Loss 1.608150	UAR 0.200000	lr 0.000736
Train: 	Epoch  184	Batch   8	Step   1849	Loss 1.608151	UAR 0.228571	lr 0.000735
Train: 	Epoch  184	Batch   9	Step   1850	Loss 1.608150	UAR 0.250000	lr 0.000735
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  185	Batch   0	Step   1851	Loss 1.608149	UAR 0.244444	lr 0.000735
Train: 	Epoch  185	Batch   1	Step   1852	Loss 1.608147	UAR 0.280000	lr 0.000735
Train: 	Epoch  185	Batch   2	Step   1853	Loss 1.608147	UAR 0.228571	lr 0.000735
Train: 	Epoch  185	Batch   3	Step   1854	Loss 1.608147	UAR 0.233333	lr 0.000734
Train: 	Epoch  185	Batch   4	Step   1855	Loss 1.608147	UAR 0.240000	lr 0.000734
Train: 	Epoch  185	Batch   5	Step   1856	Loss 1.608150	UAR 0.200000	lr 0.000734
Train: 	Epoch  185	Batch   6	Step   1857	Loss 1.608150	UAR 0.200000	lr 0.000734
Train: 	Epoch  185	Batch   7	Step   1858	Loss 1.608151	UAR 0.200000	lr 0.000734
Train: 	Epoch  185	Batch   8	Step   1859	Loss 1.608150	UAR 0.280000	lr 0.000733
Train: 	Epoch  185	Batch   9	Step   1860	Loss 1.608150	UAR 0.200000	lr 0.000733
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  186	Batch   0	Step   1861	Loss 1.608151	UAR 0.222222	lr 0.000733
Train: 	Epoch  186	Batch   1	Step   1862	Loss 1.608150	UAR 0.225000	lr 0.000733
Train: 	Epoch  186	Batch   2	Step   1863	Loss 1.608150	UAR 0.200000	lr 0.000733
Train: 	Epoch  186	Batch   3	Step   1864	Loss 1.608151	UAR 0.228571	lr 0.000732
Train: 	Epoch  186	Batch   4	Step   1865	Loss 1.608151	UAR 0.250000	lr 0.000732
Train: 	Epoch  186	Batch   5	Step   1866	Loss 1.608152	UAR 0.240000	lr 0.000732
Train: 	Epoch  186	Batch   6	Step   1867	Loss 1.608153	UAR 0.200000	lr 0.000732
Train: 	Epoch  186	Batch   7	Step   1868	Loss 1.608153	UAR 0.228571	lr 0.000732
Train: 	Epoch  186	Batch   8	Step   1869	Loss 1.608151	UAR 0.266667	lr 0.000731
Train: 	Epoch  186	Batch   9	Step   1870	Loss 1.608150	UAR 0.333333	lr 0.000731
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  187	Batch   0	Step   1871	Loss 1.608150	UAR 0.228571	lr 0.000731
Train: 	Epoch  187	Batch   1	Step   1872	Loss 1.608150	UAR 0.280000	lr 0.000731
Train: 	Epoch  187	Batch   2	Step   1873	Loss 1.608149	UAR 0.233333	lr 0.000731
Train: 	Epoch  187	Batch   3	Step   1874	Loss 1.608150	UAR 0.240000	lr 0.000730
Train: 	Epoch  187	Batch   4	Step   1875	Loss 1.608151	UAR 0.200000	lr 0.000730
Train: 	Epoch  187	Batch   5	Step   1876	Loss 1.608152	UAR 0.200000	lr 0.000730
Train: 	Epoch  187	Batch   6	Step   1877	Loss 1.608150	UAR 0.254545	lr 0.000730
Train: 	Epoch  187	Batch   7	Step   1878	Loss 1.608151	UAR 0.200000	lr 0.000730
Train: 	Epoch  187	Batch   8	Step   1879	Loss 1.608150	UAR 0.240000	lr 0.000730
Train: 	Epoch  187	Batch   9	Step   1880	Loss 1.608150	UAR 0.200000	lr 0.000729
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  188	Batch   0	Step   1881	Loss 1.608151	UAR 0.200000	lr 0.000729
Train: 	Epoch  188	Batch   1	Step   1882	Loss 1.608151	UAR 0.200000	lr 0.000729
Train: 	Epoch  188	Batch   2	Step   1883	Loss 1.608151	UAR 0.266667	lr 0.000729
Train: 	Epoch  188	Batch   3	Step   1884	Loss 1.608150	UAR 0.222222	lr 0.000729
Train: 	Epoch  188	Batch   4	Step   1885	Loss 1.608150	UAR 0.200000	lr 0.000728
Train: 	Epoch  188	Batch   5	Step   1886	Loss 1.608151	UAR 0.222222	lr 0.000728
Train: 	Epoch  188	Batch   6	Step   1887	Loss 1.608151	UAR 0.266667	lr 0.000728
Train: 	Epoch  188	Batch   7	Step   1888	Loss 1.608150	UAR 0.240000	lr 0.000728
Train: 	Epoch  188	Batch   8	Step   1889	Loss 1.608150	UAR 0.257143	lr 0.000728
Train: 	Epoch  188	Batch   9	Step   1890	Loss 1.608150	UAR 0.200000	lr 0.000727
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  189	Batch   0	Step   1891	Loss 1.608150	UAR 0.225000	lr 0.000727
Train: 	Epoch  189	Batch   1	Step   1892	Loss 1.608149	UAR 0.266667	lr 0.000727
Train: 	Epoch  189	Batch   2	Step   1893	Loss 1.608150	UAR 0.200000	lr 0.000727
Train: 	Epoch  189	Batch   3	Step   1894	Loss 1.608150	UAR 0.200000	lr 0.000727
Train: 	Epoch  189	Batch   4	Step   1895	Loss 1.608150	UAR 0.240000	lr 0.000726
Train: 	Epoch  189	Batch   5	Step   1896	Loss 1.608149	UAR 0.233333	lr 0.000726
Train: 	Epoch  189	Batch   6	Step   1897	Loss 1.608150	UAR 0.228571	lr 0.000726
Train: 	Epoch  189	Batch   7	Step   1898	Loss 1.608150	UAR 0.233333	lr 0.000726
Train: 	Epoch  189	Batch   8	Step   1899	Loss 1.608150	UAR 0.244444	lr 0.000726
Train: 	Epoch  189	Batch   9	Step   1900	Loss 1.608150	UAR 0.000000	lr 0.000725
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  190	Batch   0	Step   1901	Loss 1.608150	UAR 0.200000	lr 0.000725
Train: 	Epoch  190	Batch   1	Step   1902	Loss 1.608151	UAR 0.225000	lr 0.000725
Train: 	Epoch  190	Batch   2	Step   1903	Loss 1.608150	UAR 0.228571	lr 0.000725
Train: 	Epoch  190	Batch   3	Step   1904	Loss 1.608151	UAR 0.200000	lr 0.000725
Train: 	Epoch  190	Batch   4	Step   1905	Loss 1.608151	UAR 0.222222	lr 0.000725
Train: 	Epoch  190	Batch   5	Step   1906	Loss 1.608151	UAR 0.200000	lr 0.000724
Train: 	Epoch  190	Batch   6	Step   1907	Loss 1.608152	UAR 0.200000	lr 0.000724
Train: 	Epoch  190	Batch   7	Step   1908	Loss 1.608149	UAR 0.311111	lr 0.000724
Train: 	Epoch  190	Batch   8	Step   1909	Loss 1.608150	UAR 0.228571	lr 0.000724
Train: 	Epoch  190	Batch   9	Step   1910	Loss 1.608150	UAR 0.250000	lr 0.000724
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  191	Batch   0	Step   1911	Loss 1.608151	UAR 0.200000	lr 0.000723
Train: 	Epoch  191	Batch   1	Step   1912	Loss 1.608151	UAR 0.233333	lr 0.000723
Train: 	Epoch  191	Batch   2	Step   1913	Loss 1.608151	UAR 0.233333	lr 0.000723
Train: 	Epoch  191	Batch   3	Step   1914	Loss 1.608150	UAR 0.233333	lr 0.000723
Train: 	Epoch  191	Batch   4	Step   1915	Loss 1.608150	UAR 0.228571	lr 0.000723
Train: 	Epoch  191	Batch   5	Step   1916	Loss 1.608149	UAR 0.250000	lr 0.000722
Train: 	Epoch  191	Batch   6	Step   1917	Loss 1.608149	UAR 0.236364	lr 0.000722
Train: 	Epoch  191	Batch   7	Step   1918	Loss 1.608150	UAR 0.250000	lr 0.000722
Train: 	Epoch  191	Batch   8	Step   1919	Loss 1.608150	UAR 0.200000	lr 0.000722
Train: 	Epoch  191	Batch   9	Step   1920	Loss 1.608150	UAR 0.333333	lr 0.000722
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  192	Batch   0	Step   1921	Loss 1.608150	UAR 0.228571	lr 0.000721
Train: 	Epoch  192	Batch   1	Step   1922	Loss 1.608149	UAR 0.280000	lr 0.000721
Train: 	Epoch  192	Batch   2	Step   1923	Loss 1.608149	UAR 0.240000	lr 0.000721
Train: 	Epoch  192	Batch   3	Step   1924	Loss 1.608150	UAR 0.200000	lr 0.000721
Train: 	Epoch  192	Batch   4	Step   1925	Loss 1.608151	UAR 0.240000	lr 0.000721
Train: 	Epoch  192	Batch   5	Step   1926	Loss 1.608149	UAR 0.250000	lr 0.000721
Train: 	Epoch  192	Batch   6	Step   1927	Loss 1.608150	UAR 0.200000	lr 0.000720
Train: 	Epoch  192	Batch   7	Step   1928	Loss 1.608149	UAR 0.257143	lr 0.000720
Train: 	Epoch  192	Batch   8	Step   1929	Loss 1.608150	UAR 0.200000	lr 0.000720
Train: 	Epoch  192	Batch   9	Step   1930	Loss 1.608150	UAR 0.200000	lr 0.000720
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  193	Batch   0	Step   1931	Loss 1.608149	UAR 0.280000	lr 0.000720
Train: 	Epoch  193	Batch   1	Step   1932	Loss 1.608150	UAR 0.228571	lr 0.000719
Train: 	Epoch  193	Batch   2	Step   1933	Loss 1.608150	UAR 0.225000	lr 0.000719
Train: 	Epoch  193	Batch   3	Step   1934	Loss 1.608151	UAR 0.200000	lr 0.000719
Train: 	Epoch  193	Batch   4	Step   1935	Loss 1.608151	UAR 0.244444	lr 0.000719
Train: 	Epoch  193	Batch   5	Step   1936	Loss 1.608150	UAR 0.257143	lr 0.000719
Train: 	Epoch  193	Batch   6	Step   1937	Loss 1.608151	UAR 0.200000	lr 0.000719
Train: 	Epoch  193	Batch   7	Step   1938	Loss 1.608151	UAR 0.200000	lr 0.000718
Train: 	Epoch  193	Batch   8	Step   1939	Loss 1.608151	UAR 0.233333	lr 0.000718
Train: 	Epoch  193	Batch   9	Step   1940	Loss 1.608150	UAR 0.200000	lr 0.000718
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  194	Batch   0	Step   1941	Loss 1.608150	UAR 0.200000	lr 0.000718
Train: 	Epoch  194	Batch   1	Step   1942	Loss 1.608152	UAR 0.250000	lr 0.000718
Train: 	Epoch  194	Batch   2	Step   1943	Loss 1.608152	UAR 0.236364	lr 0.000717
Train: 	Epoch  194	Batch   3	Step   1944	Loss 1.608152	UAR 0.233333	lr 0.000717
Train: 	Epoch  194	Batch   4	Step   1945	Loss 1.608152	UAR 0.200000	lr 0.000717
Train: 	Epoch  194	Batch   5	Step   1946	Loss 1.608152	UAR 0.200000	lr 0.000717
Train: 	Epoch  194	Batch   6	Step   1947	Loss 1.608152	UAR 0.200000	lr 0.000717
Train: 	Epoch  194	Batch   7	Step   1948	Loss 1.608151	UAR 0.266667	lr 0.000716
Train: 	Epoch  194	Batch   8	Step   1949	Loss 1.608150	UAR 0.266667	lr 0.000716
Train: 	Epoch  194	Batch   9	Step   1950	Loss 1.608150	UAR 0.200000	lr 0.000716
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  195	Batch   0	Step   1951	Loss 1.608150	UAR 0.228571	lr 0.000716
Train: 	Epoch  195	Batch   1	Step   1952	Loss 1.608150	UAR 0.250000	lr 0.000716
Train: 	Epoch  195	Batch   2	Step   1953	Loss 1.608150	UAR 0.200000	lr 0.000716
Train: 	Epoch  195	Batch   3	Step   1954	Loss 1.608149	UAR 0.250000	lr 0.000715
Train: 	Epoch  195	Batch   4	Step   1955	Loss 1.608149	UAR 0.222222	lr 0.000715
Train: 	Epoch  195	Batch   5	Step   1956	Loss 1.608148	UAR 0.233333	lr 0.000715
Train: 	Epoch  195	Batch   6	Step   1957	Loss 1.608148	UAR 0.266667	lr 0.000715
Train: 	Epoch  195	Batch   7	Step   1958	Loss 1.608149	UAR 0.200000	lr 0.000715
Train: 	Epoch  195	Batch   8	Step   1959	Loss 1.608150	UAR 0.200000	lr 0.000714
Train: 	Epoch  195	Batch   9	Step   1960	Loss 1.608150	UAR 0.250000	lr 0.000714
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  196	Batch   0	Step   1961	Loss 1.608150	UAR 0.266667	lr 0.000714
Train: 	Epoch  196	Batch   1	Step   1962	Loss 1.608151	UAR 0.240000	lr 0.000714
Train: 	Epoch  196	Batch   2	Step   1963	Loss 1.608151	UAR 0.228571	lr 0.000714
Train: 	Epoch  196	Batch   3	Step   1964	Loss 1.608152	UAR 0.200000	lr 0.000714
Train: 	Epoch  196	Batch   4	Step   1965	Loss 1.608152	UAR 0.236364	lr 0.000713
Train: 	Epoch  196	Batch   5	Step   1966	Loss 1.608151	UAR 0.200000	lr 0.000713
Train: 	Epoch  196	Batch   6	Step   1967	Loss 1.608151	UAR 0.240000	lr 0.000713
Train: 	Epoch  196	Batch   7	Step   1968	Loss 1.608151	UAR 0.200000	lr 0.000713
Train: 	Epoch  196	Batch   8	Step   1969	Loss 1.608150	UAR 0.266667	lr 0.000713
Train: 	Epoch  196	Batch   9	Step   1970	Loss 1.608150	UAR 0.250000	lr 0.000712
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  197	Batch   0	Step   1971	Loss 1.608149	UAR 0.300000	lr 0.000712
Train: 	Epoch  197	Batch   1	Step   1972	Loss 1.608148	UAR 0.236364	lr 0.000712
Train: 	Epoch  197	Batch   2	Step   1973	Loss 1.608148	UAR 0.233333	lr 0.000712
Train: 	Epoch  197	Batch   3	Step   1974	Loss 1.608150	UAR 0.200000	lr 0.000712
Train: 	Epoch  197	Batch   4	Step   1975	Loss 1.608150	UAR 0.200000	lr 0.000712
Train: 	Epoch  197	Batch   5	Step   1976	Loss 1.608151	UAR 0.233333	lr 0.000711
Train: 	Epoch  197	Batch   6	Step   1977	Loss 1.608150	UAR 0.200000	lr 0.000711
Train: 	Epoch  197	Batch   7	Step   1978	Loss 1.608150	UAR 0.250000	lr 0.000711
Train: 	Epoch  197	Batch   8	Step   1979	Loss 1.608151	UAR 0.225000	lr 0.000711
Train: 	Epoch  197	Batch   9	Step   1980	Loss 1.608150	UAR 0.250000	lr 0.000711
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  198	Batch   0	Step   1981	Loss 1.608150	UAR 0.244444	lr 0.000710
Train: 	Epoch  198	Batch   1	Step   1982	Loss 1.608150	UAR 0.200000	lr 0.000710
Train: 	Epoch  198	Batch   2	Step   1983	Loss 1.608149	UAR 0.300000	lr 0.000710
Train: 	Epoch  198	Batch   3	Step   1984	Loss 1.608150	UAR 0.200000	lr 0.000710
Train: 	Epoch  198	Batch   4	Step   1985	Loss 1.608149	UAR 0.250000	lr 0.000710
Train: 	Epoch  198	Batch   5	Step   1986	Loss 1.608149	UAR 0.200000	lr 0.000710
Train: 	Epoch  198	Batch   6	Step   1987	Loss 1.608150	UAR 0.220000	lr 0.000709
Train: 	Epoch  198	Batch   7	Step   1988	Loss 1.608150	UAR 0.240000	lr 0.000709
Train: 	Epoch  198	Batch   8	Step   1989	Loss 1.608149	UAR 0.300000	lr 0.000709
Train: 	Epoch  198	Batch   9	Step   1990	Loss 1.608150	UAR 0.000000	lr 0.000709
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  199	Batch   0	Step   1991	Loss 1.608150	UAR 0.200000	lr 0.000709
Train: 	Epoch  199	Batch   1	Step   1992	Loss 1.608150	UAR 0.228571	lr 0.000709
Train: 	Epoch  199	Batch   2	Step   1993	Loss 1.608151	UAR 0.225000	lr 0.000708
Train: 	Epoch  199	Batch   3	Step   1994	Loss 1.608151	UAR 0.200000	lr 0.000708
Train: 	Epoch  199	Batch   4	Step   1995	Loss 1.608151	UAR 0.254545	lr 0.000708
Train: 	Epoch  199	Batch   5	Step   1996	Loss 1.608151	UAR 0.200000	lr 0.000708
Train: 	Epoch  199	Batch   6	Step   1997	Loss 1.608151	UAR 0.257143	lr 0.000708
Train: 	Epoch  199	Batch   7	Step   1998	Loss 1.608151	UAR 0.222222	lr 0.000707
Train: 	Epoch  199	Batch   8	Step   1999	Loss 1.608150	UAR 0.240000	lr 0.000707
Train: 	Epoch  199	Batch   9	Step   2000	Loss 1.608150	UAR 0.250000	lr 0.000707
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  200	Batch   0	Step   2001	Loss 1.608150	UAR 0.200000	lr 0.000707
Train: 	Epoch  200	Batch   1	Step   2002	Loss 1.608148	UAR 0.260000	lr 0.000707
Train: 	Epoch  200	Batch   2	Step   2003	Loss 1.608149	UAR 0.200000	lr 0.000707
Train: 	Epoch  200	Batch   3	Step   2004	Loss 1.608150	UAR 0.200000	lr 0.000706
Train: 	Epoch  200	Batch   4	Step   2005	Loss 1.608151	UAR 0.200000	lr 0.000706
Train: 	Epoch  200	Batch   5	Step   2006	Loss 1.608151	UAR 0.233333	lr 0.000706
Train: 	Epoch  200	Batch   6	Step   2007	Loss 1.608150	UAR 0.266667	lr 0.000706
Train: 	Epoch  200	Batch   7	Step   2008	Loss 1.608151	UAR 0.250000	lr 0.000706
Train: 	Epoch  200	Batch   8	Step   2009	Loss 1.608150	UAR 0.257143	lr 0.000706
Train: 	Epoch  200	Batch   9	Step   2010	Loss 1.608150	UAR 0.200000	lr 0.000705
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  201	Batch   0	Step   2011	Loss 1.608149	UAR 0.244444	lr 0.000705
Train: 	Epoch  201	Batch   1	Step   2012	Loss 1.608148	UAR 0.257143	lr 0.000705
Train: 	Epoch  201	Batch   2	Step   2013	Loss 1.608149	UAR 0.200000	lr 0.000705
Train: 	Epoch  201	Batch   3	Step   2014	Loss 1.608149	UAR 0.240000	lr 0.000705
Train: 	Epoch  201	Batch   4	Step   2015	Loss 1.608149	UAR 0.257143	lr 0.000704
Train: 	Epoch  201	Batch   5	Step   2016	Loss 1.608150	UAR 0.200000	lr 0.000704
Train: 	Epoch  201	Batch   6	Step   2017	Loss 1.608150	UAR 0.200000	lr 0.000704
Train: 	Epoch  201	Batch   7	Step   2018	Loss 1.608150	UAR 0.240000	lr 0.000704
Train: 	Epoch  201	Batch   8	Step   2019	Loss 1.608150	UAR 0.225000	lr 0.000704
Train: 	Epoch  201	Batch   9	Step   2020	Loss 1.608150	UAR 0.200000	lr 0.000704
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  202	Batch   0	Step   2021	Loss 1.608151	UAR 0.222222	lr 0.000703
Train: 	Epoch  202	Batch   1	Step   2022	Loss 1.608151	UAR 0.200000	lr 0.000703
Train: 	Epoch  202	Batch   2	Step   2023	Loss 1.608150	UAR 0.300000	lr 0.000703
Train: 	Epoch  202	Batch   3	Step   2024	Loss 1.608149	UAR 0.200000	lr 0.000703
Train: 	Epoch  202	Batch   4	Step   2025	Loss 1.608148	UAR 0.257143	lr 0.000703
Train: 	Epoch  202	Batch   5	Step   2026	Loss 1.608147	UAR 0.266667	lr 0.000703
Train: 	Epoch  202	Batch   6	Step   2027	Loss 1.608149	UAR 0.225000	lr 0.000702
Train: 	Epoch  202	Batch   7	Step   2028	Loss 1.608149	UAR 0.233333	lr 0.000702
Train: 	Epoch  202	Batch   8	Step   2029	Loss 1.608150	UAR 0.200000	lr 0.000702
Train: 	Epoch  202	Batch   9	Step   2030	Loss 1.608150	UAR 0.200000	lr 0.000702
Validate: 	Loss 1.607507	UAR 0.267857
Train: 	Epoch  203	Batch   0	Step   2031	Loss 1.608150	UAR 0.266667	lr 0.000702
Train: 	Epoch  203	Batch   1	Step   2032	Loss 1.608149	UAR 0.240000	lr 0.000702
Train: 	Epoch  203	Batch   2	Step   2033	Loss 1.608149	UAR 0.200000	lr 0.000701
Train: 	Epoch  203	Batch   3	Step   2034	Loss 1.608150	UAR 0.200000	lr 0.000701
Train: 	Epoch  203	Batch   4	Step   2035	Loss 1.608148	UAR 0.275000	lr 0.000701
Train: 	Epoch  203	Batch   5	Step   2036	Loss 1.608148	UAR 0.228571	lr 0.000701
Train: 	Epoch  203	Batch   6	Step   2037	Loss 1.608151	UAR 0.200000	lr 0.000701
Train: 	Epoch  203	Batch   7	Step   2038	Loss 1.608149	UAR 0.280000	lr 0.000700
Train: 	Epoch  203	Batch   8	Step   2039	Loss 1.608150	UAR 0.200000	lr 0.000700
Train: 	Epoch  203	Batch   9	Step   2040	Loss 1.608150	UAR 0.200000	lr 0.000700
Validate: 	Loss 1.607506	UAR 0.267857
Train: 	Epoch  204	Batch   0	Step   2041	Loss 1.608152	UAR 0.200000	lr 0.000700
Train: 	Epoch  204	Batch   1	Step   2042	Loss 1.608152	UAR 0.200000	lr 0.000700
Train: 	Epoch  204	Batch   2	Step   2043	Loss 1.608149	UAR 0.300000	lr 0.000700
Train: 	Epoch  204	Batch   3	Step   2044	Loss 1.608148	UAR 0.240000	lr 0.000699
Train: 	Epoch  204	Batch   4	Step   2045	Loss 1.608148	UAR 0.266667	lr 0.000699
Train: 	Epoch  204	Batch   5	Step   2046	Loss 1.608150	UAR 0.200000	lr 0.000699
Train: 	Epoch  204	Batch   6	Step   2047	Loss 1.608150	UAR 0.225000	lr 0.000699
Train: 	Epoch  204	Batch   7	Step   2048	Loss 1.608150	UAR 0.240000	lr 0.000699
